YEAR,FAC_NO,FAC_NAME,BEG_DATE,END_DATE,COUNTY_NAME,TYPE_CNTRL,PATIENT_DAYS,TOT_HC_REV,TOT_HC_EXP,NONHC_NET,INC_TAX,EXT_ITEM,NET_INCOME
2015,206010855,JONES CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,8068,"$2,484,474.00 ","$2,611,201.00 ","$237,279.00 ",$0.00 ,$0.00 ,"$110,552.00 "
2014,206010855,JONES CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,8366,"$2,296,622.00 ","$2,397,231.00 ","$242,060.00 ",$0.00 ,$0.00 ,"$141,451.00 "
2013,206010855,JONES CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,8602,"$2,078,539.00 ","$2,444,549.00 ","$259,677.00 ",$0.00 ,$0.00 ,"($106,333.00)"
2012,206010855,JONES CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,8575,"$2,169,394.00 ","$2,433,428.00 ","$265,907.00 ",$0.00 ,$0.00 ,"$1,873.00 "
2011,206010855,JONES CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,8512,"$2,272,202.00 ","$2,598,019.00 ","$357,018.00 ",$0.00 ,$0.00 ,"$31,201.00 "
2015,206010862,WISTERIA CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,7685,"$1,640,161.00 ","$1,709,287.00 ","($1,553.00)",$0.00 ,$0.00 ,"($70,679.00)"
2014,206010862,WISTERIA CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,7887,"$1,441,687.00 ","$1,636,001.00 ",$0.00 ,$0.00 ,$0.00 ,"($194,314.00)"
2013,206010862,WISTERIA CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,8292,"$1,586,783.00 ","$1,651,775.00 ",$600.00 ,$800.00 ,$0.00 ,"($65,192.00)"
2012,206010862,WISTERIA CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,8005,"$1,565,495.00 ","$1,699,664.00 ",$0.00 ,$0.00 ,$0.00 ,"($134,169.00)"
2015,206010863,KYAKAMEENA CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,19926,"$5,129,930.00 ","$5,078,436.00 ",$29.00 ,$936.00 ,$0.00 ,"$50,587.00 "
2014,206010863,KYAKAMEENA CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,20756,"$5,102,775.00 ","$5,036,692.00 ","$13,121.00 ","$3,088.00 ",$0.00 ,"$76,116.00 "
2013,206010863,KYAKAMEENA CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,20602,"$5,033,073.00 ","$5,074,549.00 ",$247.00 ,($10.00),$0.00 ,"($41,219.00)"
2012,206010863,KYAKAMEENA CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,20631,"$4,849,206.00 ","$4,781,014.00 ",$427.00 ,"$1,867.00 ",$0.00 ,"$66,752.00 "
2011,206010863,KYAKAMEENA CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,20852,"$4,902,766.00 ","$4,802,253.00 ",$0.00 ,"$2,091.00 ",$0.00 ,"$98,422.00 "
2015,206010866,LAKE PARK RETIREMENT RESIDENCE,7/1/2014 0:00,6/30/2015 0:00,Alameda,Not-for-Profit,8310,"$1,543,135.00 ","$3,438,175.00 ","$2,220,584.00 ",$0.00 ,$0.00 ,"$325,544.00 "
2014,206010866,LAKE PARK RETIREMENT RESIDENCE,7/1/2013 0:00,6/30/2014 0:00,Alameda,Not-for-Profit,9171,"$1,790,419.00 ","$4,076,477.00 ","$2,651,732.00 ",$0.00 ,$0.00 ,"$365,674.00 "
2013,206010866,LAKE PARK RETIREMENT RESIDENCE,7/1/2012 0:00,6/30/2013 0:00,Alameda,Not-for-Profit,8597,"$1,080,455.00 ","$3,569,727.00 ","$2,406,594.00 ",$0.00 ,$0.00 ,"($82,678.00)"
2012,206010866,LAKE PARK RETIREMENT RESIDENCE,7/1/2011 0:00,6/30/2012 0:00,Alameda,Not-for-Profit,10048,"$1,488,539.00 ","$3,540,500.00 ","$2,242,494.00 ",$0.00 ,$0.00 ,"$190,533.00 "
2011,206010866,LAKE PARK RETIREMENT RESIDENCE,7/1/2010 0:00,6/30/2011 0:00,Alameda,Not-for-Profit,9891,"$1,374,086.00 ","$3,555,971.00 ","$2,353,784.00 ",$0.00 ,$0.00 ,"$171,899.00 "
2015,206010874,SILVER OAK MANOR,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,12973,"$3,224,571.00 ","$2,621,745.00 ",$0.00 ,"$8,515.00 ",$0.00 ,"$594,311.00 "
2014,206010874,SILVER OAK MANOR,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,12986,"$2,750,022.00 ","$2,683,808.00 ",$272.00 ,"$1,681.00 ",$0.00 ,"$64,805.00 "
2013,206010874,SILVER OAK MANOR,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,12965,"$2,658,017.00 ","$2,648,603.00 ",$468.00 ,"$4,620.00 ",$0.00 ,"$5,262.00 "
2012,206010874,SILVER OAK MANOR,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,13017,"$2,673,193.00 ","$2,557,720.00 ","$1,008.00 ","$4,040.00 ",$0.00 ,"$112,441.00 "
2011,206010874,SILVER OAK MANOR,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,12928,"$3,019,023.00 ","$2,534,438.00 ","$5,583.00 ","$4,605.00 ",$0.00 ,"$485,563.00 "
2014,206010875,OAKGROVE SPRINGS CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,17528,"$3,395,381.00 ","$3,952,627.00 ","$13,002.00 ","$2,069.00 ",$0.00 ,"($546,313.00)"
2013,206010875,OAKGROVE SPRINGS CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,18000,"$3,497,174.00 ","$3,876,762.00 ",($132.00),"$68,575.00 ",$0.00 ,"($448,295.00)"
2012,206010875,OAKGROVE SPRINGS CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,18276,"$3,696,975.00 ","$3,826,892.00 ","$9,009.00 ",$800.00 ,$0.00 ,"($121,708.00)"
2011,206010875,OAKGROVE SPRINGS CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,17892,"$3,574,856.00 ","$3,617,775.00 ","$27,613.00 ","$6,800.00 ",$0.00 ,"($22,106.00)"
2015,206010876,WINDSOR GARDENS CARE CTR OF HAYWARD,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,25346,"$9,922,672.00 ","$9,395,374.00 ","$3,301.00 ","$12,590.00 ",$0.00 ,"$518,009.00 "
2014,206010876,WINDSOR GARDENS CARE CTR OF HAYWARD,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,24978,"$8,987,041.00 ","$9,249,369.00 ",$722.00 ,"$12,590.00 ",$0.00 ,"($274,196.00)"
2013,206010876,WINDSOR GARDENS CARE CTR OF HAYWARD,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,24296,"$8,550,566.00 ","$9,170,515.00 ",$0.00 ,$0.00 ,$0.00 ,"($619,949.00)"
2012,206010876,WINDSOR GARDENS CARE CTR OF HAYWARD,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,24429,"$8,631,315.00 ","$8,620,659.00 ",$0.00 ,$0.00 ,$0.00 ,"$10,656.00 "
2011,206010876,WINDSOR GARDENS CARE CTR OF HAYWARD,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,25037,"$8,913,163.00 ","$8,265,177.00 ",$0.00 ,$0.00 ,$1.00 ,"$647,985.00 "
2015,206010879,MASONIC HOME,11/1/2014 0:00,10/31/2015 0:00,Alameda,Not-for-Profit,19659,"$6,399,458.00 ","$9,959,861.00 ","$3,560,403.00 ",$0.00 ,$0.00 ,$0.00 
2014,206010879,MASONIC HOME,11/1/2013 0:00,10/31/2014 0:00,Alameda,Not-for-Profit,19353,"$5,764,425.00 ","$8,985,593.00 ","$3,221,168.00 ",$0.00 ,$0.00 ,$0.00 
2013,206010879,MASONIC HOME,11/1/2012 0:00,10/31/2013 0:00,Alameda,Not-for-Profit,23188,"$5,958,064.00 ","$8,682,669.00 ","$2,724,605.00 ",$0.00 ,$0.00 ,$0.00 
2015,206010881,PROVIDENCE MCCLURE,3/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,16437,"$5,717,672.00 ","$5,198,416.00 ",$0.00 ,"$12,590.00 ",$0.00 ,"$506,666.00 "
2014,206010881,PROVIDENCE MCCLURE,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,20062,"$5,402,411.00 ","$5,680,510.00 ","$11,121.00 ",$800.00 ,$0.00 ,"($267,778.00)"
2013,206010881,PROVIDENCE MCCLURE,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,19139,"$5,412,754.00 ","$5,493,184.00 ",$200.00 ,$800.00 ,$0.00 ,"($81,030.00)"
2012,206010881,PROVIDENCE MCCLURE,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,19000,"$5,289,311.00 ","$5,272,052.00 ",$176.00 ,$800.00 ,$0.00 ,"$16,635.00 "
2011,206010881,PROVIDENCE MCCLURE,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,18543,"$5,805,460.00 ","$5,912,631.00 ",$155.00 ,$800.00 ,$0.00 ,"($107,816.00)"
2015,206010889,FRUITVALE HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,48716,"$16,340,345.00 ","$13,897,839.00 ","$5,644.00 ",$0.00 ,$0.00 ,"$2,448,150.00 "
2014,206010889,FRUITVALE HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,48564,"$15,024,010.00 ","$12,698,889.00 ",$0.00 ,$0.00 ,$0.00 ,"$2,325,121.00 "
2013,206010889,FRUITVALE HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,48645,"$15,068,541.00 ","$13,519,397.00 ","($5,995,698.00)",$0.00 ,$0.00 ,"($4,446,554.00)"
2012,206010889,FRUITVALE HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,49547,"$14,060,511.00 ","$12,244,156.00 ","$47,443.00 ",$0.00 ,$0.00 ,"$1,863,798.00 "
2011,206010889,FRUITVALE HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,49376,"$14,382,661.00 ","$12,835,292.00 ","$39,083.00 ",$0.00 ,$0.00 ,"$1,586,452.00 "
2015,206010900,GARFIELD NEUROBEHAVIORAL CENTER,7/1/2014 0:00,6/30/2015 0:00,Alameda,Investor Owned,20471,"$5,444,635.00 ","$6,772,115.00 ","$2,700,463.00 ",$0.00 ,$0.00 ,"$1,372,983.00 "
2014,206010900,GARFIELD NEUROBEHAVIORAL CENTER,7/1/2013 0:00,6/30/2014 0:00,Alameda,Investor Owned,20401,"$4,975,968.00 ","$6,335,096.00 ","$2,569,133.00 ",$0.00 ,$0.00 ,"$1,210,005.00 "
2013,206010900,GARFIELD NEUROBEHAVIORAL CENTER,7/1/2012 0:00,6/30/2013 0:00,Alameda,Investor Owned,20113,"$4,672,640.00 ","$6,200,048.00 ","$2,783,614.00 ",$0.00 ,$0.00 ,"$1,256,206.00 "
2012,206010900,GARFIELD NEUROBEHAVIORAL CENTER,7/1/2011 0:00,6/30/2012 0:00,Alameda,Investor Owned,20442,"$4,736,529.00 ","$6,145,673.00 ","$2,636,544.00 ",$0.00 ,$0.00 ,"$1,227,400.00 "
2011,206010900,GARFIELD NEUROBEHAVIORAL CENTER,7/1/2010 0:00,6/30/2011 0:00,Alameda,Investor Owned,20039,"$4,560,492.00 ","$5,704,212.00 ","$2,227,646.00 ",$0.00 ,$0.00 ,"$1,083,926.00 "
2015,206010904,BROOKDALE HEALTHCARE & WELLNESS CENTRE,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,29323,"$10,365,042.00 ","$10,310,465.00 ",$334.00 ,$800.00 ,$0.00 ,"$54,111.00 "
2014,206010904,BROOKDALE HEALTHCARE & WELLNESS CENTRE,1/1/2014 0:00,7/31/2014 0:00,Alameda,Investor Owned,17097,"$4,818,427.00 ","$5,789,295.00 ","($650,638.00)","$16,690.00 ",$0.00 ,"($1,638,196.00)"
2013,206010904,BROOKDALE HEALTHCARE & WELLNESS CENTRE,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,28999,"$8,786,436.00 ","$9,272,835.00 ",$0.00 ,$0.00 ,$0.00 ,"($486,399.00)"
2012,206010904,BROOKDALE HEALTHCARE & WELLNESS CENTRE,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,29624,"$8,742,603.00 ","$9,537,159.00 ",$0.00 ,$0.00 ,$0.00 ,"($794,556.00)"
2011,206010904,BROOKDALE HEALTHCARE & WELLNESS CENTRE,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,30939,"$8,888,334.00 ","$9,630,467.00 ",$0.00 ,$0.00 ,$0.00 ,"($742,133.00)"
2015,206010906,EXCELL HEALTH CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,35013,"$12,774,189.00 ","$11,877,005.00 ","$21,108.00 ",$0.00 ,$0.00 ,"$918,292.00 "
2014,206010906,EXCELL HEALTH CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,35074,"$12,258,948.00 ","$11,091,107.00 ","$10,642.00 ",$0.00 ,$0.00 ,"$1,178,483.00 "
2013,206010906,EXCELL HEALTH CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,34404,"$11,362,260.00 ","$9,620,209.00 ","$45,290.00 ",$0.00 ,$0.00 ,"$1,787,341.00 "
2012,206010906,EXCELL HEALTH CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,33960,"$10,590,991.00 ","$9,374,351.00 ","$41,038.00 ",$0.00 ,$0.00 ,"$1,257,678.00 "
2011,206010906,EXCELL HEALTH CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,34470,"$10,674,228.00 ","$9,539,131.00 ","$32,175.00 ",$0.00 ,$0.00 ,"$1,167,272.00 "
2015,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,32913,"$10,941,368.00 ","$11,240,979.00 ","$6,606.00 ",$800.00 ,$0.00 ,"($293,805.00)"
2014,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,34304,"$11,703,499.00 ","$11,275,300.00 ","$3,824.00 ",$800.00 ,$0.00 ,"$431,223.00 "
2013,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,34592,"$11,707,162.00 ","$11,818,539.00 ","$3,502.00 ",$800.00 ,$0.00 ,"($108,675.00)"
2012,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,34131,"$11,208,593.00 ","$11,319,404.00 ",$674.00 ,$800.00 ,$0.00 ,"($110,937.00)"
2011,206010912,PARK CENTRAL CARE & REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,34197,"$11,334,549.00 ","$12,134,469.00 ","$1,877.00 ",$800.00 ,$0.00 ,"($798,843.00)"
2014,206010914,KAISER PERMANENTE POST ACUTE CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Not-for-Profit,41720,$0.00 ,"$33,615,948.00 ",$0.00 ,$0.00 ,$0.00 ,"($33,615,948.00)"
2015,206010915,WINDSOR PARK CARE CENTER OF FREMONT,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,27695,"$11,503,806.00 ","$10,715,258.00 ",$121.00 ,"$12,590.00 ",$0.00 ,"$776,079.00 "
2014,206010915,WINDSOR PARK CARE CENTER OF FREMONT,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,29116,"$11,962,514.00 ","$10,886,007.00 ",$231.00 ,"$12,590.00 ",$0.00 ,"$1,064,148.00 "
2013,206010915,WINDSOR PARK CARE CENTER OF FREMONT,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,28517,"$11,594,367.00 ","$10,994,011.00 ",$0.00 ,$0.00 ,$0.00 ,"$600,356.00 "
2012,206010915,WINDSOR PARK CARE CENTER OF FREMONT,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,28662,"$11,854,623.00 ","$12,231,588.00 ",$0.00 ,$0.00 ,$0.00 ,"($376,965.00)"
2011,206010915,WINDSOR PARK CARE CENTER OF FREMONT,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,27494,"$11,796,705.00 ","$10,238,946.00 ",$0.00 ,$0.00 ,$0.00 ,"$1,557,759.00 "
2015,206010917,PARKVIEW HEALTH CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,41642,"$11,435,943.00 ","$11,253,047.00 ",$0.00 ,$0.00 ,$0.00 ,"$182,896.00 "
2014,206010917,PARKVIEW HEALTH CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,42147,"$11,292,343.00 ","$11,220,446.00 ",$0.00 ,$0.00 ,$0.00 ,"$71,897.00 "
2013,206010917,PARKVIEW HEALTH CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,40182,"$10,877,198.00 ","$10,631,695.00 ",$0.00 ,$0.00 ,$0.00 ,"$245,503.00 "
2012,206010917,PARKVIEW HEALTH CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,41160,"$11,351,002.00 ","$10,418,868.00 ",$0.00 ,$0.00 ,$0.00 ,"$932,134.00 "
2011,206010917,PARKVIEW HEALTH CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,41523,"$11,825,995.00 ","$10,186,109.00 ",$14.00 ,$0.00 ,$0.00 ,"$1,639,900.00 "
2015,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/1/2014 0:00,9/30/2015 0:00,Alameda,Not-for-Profit,27944,"$11,923,077.00 ","$11,499,372.00 ","($59,476.00)",$0.00 ,$0.00 ,"$364,229.00 "
2014,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/1/2013 0:00,9/30/2014 0:00,Alameda,Not-for-Profit,26292,"$10,588,708.00 ","$11,089,574.00 ","$1,764,824.00 ",$0.00 ,$0.00 ,"$1,263,958.00 "
2013,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/1/2012 0:00,9/30/2013 0:00,Alameda,Not-for-Profit,22693,"$7,722,860.00 ","$9,433,735.00 ","$1,249,926.00 ",$0.00 ,$0.00 ,"($460,949.00)"
2012,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/1/2011 0:00,9/30/2012 0:00,Alameda,Not-for-Profit,25746,"$9,209,892.00 ","$9,921,024.00 ","$357,115.00 ",$0.00 ,$0.00 ,"($354,017.00)"
2011,206010920,PIEDMONT GARDENS HEALTH FACILITY,10/1/2010 0:00,9/30/2011 0:00,Alameda,Not-for-Profit,24521,"$8,405,737.00 ","$9,126,824.00 ","($645,401.00)",$0.00 ,$0.00 ,"($1,366,488.00)"
2015,206010926,PLEASANTON NURSING & REHABILITATION CTR,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,49031,"$21,741,148.00 ","$17,456,889.00 ",$0.00 ,"$1,744.00 ",$0.00 ,"$4,282,515.00 "
2014,206010926,PLEASANTON NURSING & REHABILITATION CTR,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,47698,"$19,662,695.00 ","$15,558,919.00 ",$0.00 ,"$1,174.00 ",$0.00 ,"$4,102,602.00 "
2013,206010926,PLEASANTON NURSING & REHABILITATION CTR,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,48628,"$19,270,589.00 ","$15,080,704.00 ",$0.00 ,"$1,171.00 ",$0.00 ,"$4,188,714.00 "
2012,206010926,PLEASANTON NURSING & REHABILITATION CTR,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,48616,"$18,354,617.00 ","$14,517,169.00 ",$0.00 ,$763.00 ,$0.00 ,"$3,836,685.00 "
2011,206010926,PLEASANTON NURSING & REHABILITATION CTR,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,48372,"$17,755,982.00 ","$13,606,619.00 ",$0.00 ,$14.00 ,$0.00 ,"$4,149,349.00 "
2015,206010934,REDWOOD CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,22557,"$4,498,103.00 ","$4,402,390.00 ",$17.00 ,$800.00 ,$0.00 ,"$94,930.00 "
2014,206010934,REDWOOD CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,24148,"$4,674,424.00 ","$4,578,092.00 ",$52.00 ,"$1,201.00 ",$0.00 ,"$95,183.00 "
2013,206010934,REDWOOD CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,24055,"$4,784,177.00 ","$4,433,393.00 ",$0.00 ,"$1,784.00 ",$0.00 ,"$349,000.00 "
2012,206010934,REDWOOD CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,23230,"$4,355,759.00 ","$4,371,165.00 ",$223.00 ,$800.00 ,$0.00 ,"($15,983.00)"
2011,206010934,REDWOOD CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,23101,"$4,675,315.00 ","$4,244,082.00 ",$298.00 ,"$6,636.00 ",$0.00 ,"$424,895.00 "
2015,206010944,SAN LEANDRO HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,19798,"$9,019,661.00 ","$7,033,627.00 ","$16,737.00 ","$29,313.00 ",$0.00 ,"$1,973,458.00 "
2014,206010944,SAN LEANDRO HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,19092,"$8,371,519.00 ","$6,720,418.00 ","$17,924.00 ","$25,035.00 ",$0.00 ,"$1,643,990.00 "
2013,206010944,SAN LEANDRO HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,19166,"$7,991,098.00 ","$6,390,712.00 ","$20,245.00 ","$24,452.00 ",$0.00 ,"$1,596,179.00 "
2012,206010944,SAN LEANDRO HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,19128,"$7,665,672.00 ","$6,142,352.00 ","$19,913.00 ","$23,149.00 ",$0.00 ,"$1,520,084.00 "
2011,206010944,SAN LEANDRO HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,18876,"$8,400,320.00 ","$6,344,719.00 ",$0.00 ,"$30,820.00 ",$0.00 ,"$2,024,781.00 "
2015,206010952,BAY VIEW REHABILITATION HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,57500,"$19,125,788.00 ","$18,251,229.00 ",$0.00 ,$0.00 ,$0.00 ,"$874,559.00 "
2014,206010952,BAY VIEW REHABILITATION HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,55838,"$17,453,483.00 ","$16,931,466.00 ","$3,016.00 ",$800.00 ,$0.00 ,"$524,233.00 "
2013,206010952,BAY VIEW REHABILITATION HOSPITAL,3/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,47127,"$13,814,922.00 ","$13,957,975.00 ",$0.00 ,$0.00 ,$0.00 ,"($143,053.00)"
2012,206010952,BAY VIEW REHABILITATION HOSPITAL,7/1/2011 0:00,6/30/2012 0:00,Alameda,Investor Owned,54815,"$17,177,447.00 ","$18,277,250.00 ",$0.00 ,$0.00 ,"($30,905.00)","($1,068,898.00)"
2011,206010952,BAY VIEW REHABILITATION HOSPITAL,7/1/2010 0:00,6/30/2011 0:00,Alameda,Investor Owned,54379,"$16,995,971.00 ","$17,283,861.00 ",$0.00 ,$0.00 ,"($18,884.00)","($269,006.00)"
2015,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,9/1/2014 0:00,8/31/2015 0:00,Alameda,Investor Owned,55033,"$19,560,362.00 ","$17,729,987.00 ","$5,124.00 ","$12,590.00 ",$0.00 ,"$1,822,909.00 "
2014,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,9/1/2013 0:00,8/31/2014 0:00,Alameda,Investor Owned,58395,"$21,757,510.00 ","$17,954,785.00 ","($39,420.00)","$12,590.00 ",$0.00 ,"$3,750,715.00 "
2013,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,9/1/2012 0:00,8/31/2013 0:00,Alameda,Investor Owned,57003,"$20,096,224.00 ","$16,807,709.00 ","$244,734.00 ","$14,457.00 ",$0.00 ,"$3,518,792.00 "
2012,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,9/1/2011 0:00,8/31/2012 0:00,Alameda,Investor Owned,56419,"$19,322,626.00 ","$16,421,594.00 ",$0.00 ,"$19,122.00 ",$0.00 ,"$2,881,910.00 "
2011,206010953,ALAMEDA HEALTHCARE & WELLNESS CENTER,9/1/2010 0:00,8/31/2011 0:00,Alameda,Investor Owned,56714,"$19,191,304.00 ","$16,294,974.00 ",$462.00 ,"$16,193.00 ",$0.00 ,"$2,880,599.00 "
2015,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Alameda,Investor Owned,12684,"$2,352,274.00 ","$2,633,063.00 ",$0.00 ,$0.00 ,$0.00 ,"($280,789.00)"
2014,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Alameda,Investor Owned,12551,"$2,056,301.00 ","$2,173,199.00 ",$0.00 ,$0.00 ,$0.00 ,"($116,898.00)"
2013,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Alameda,Investor Owned,12597,"$2,256,705.00 ","$2,381,002.00 ",$0.00 ,$0.00 ,$0.00 ,"($124,297.00)"
2012,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Alameda,Investor Owned,12684,"$2,386,356.00 ","$2,265,149.00 ",$0.00 ,$0.00 ,$0.00 ,"$121,207.00 "
2011,206010959,ST. CHRISTOPHER CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Alameda,Investor Owned,12732,"$2,014,423.00 ","$2,134,716.00 ",$0.00 ,$0.00 ,$0.00 ,"($120,293.00)"
2015,206010961,ST. JOHN KRONSTADT CONVALESCENT CENTER,1/1/2015 0:00,12/31/2015 0:00,Alameda,Not-for-Profit,16103,"$5,054,595.00 ","$4,684,636.00 ","$5,787.00 ",$0.00 ,$0.00 ,"$375,746.00 "
